term,term_id,document_frequency,idf,avg_tf,max_tf,max_tf_document,avg_tfidf,max_tfidf,max_tfidf_document
bds,312,3.0,5.66988092298052,1.0,1.0,30,0.019551313527519036,5.66988092298052,30
form,690,3.0,5.66988092298052,1.0,1.0,81,0.019551313527519036,5.66988092298052,81
native,1217,3.0,5.66988092298052,1.0,1.0,158,0.019551313527519036,5.66988092298052,158
themselves,1092,3.0,5.66988092298052,1.0,1.0,135,0.019551313527519036,5.66988092298052,135
riots,1090,3.0,5.66988092298052,1.0,1.0,135,0.019551313527519036,5.66988092298052,135
ive,327,3.0,5.66988092298052,1.0,1.0,32,0.019551313527519036,5.66988092298052,32
jong,2607,3.0,5.66988092298052,1.0,1.0,458,0.019551313527519036,5.66988092298052,458
brown,1453,3.0,5.66988092298052,1.0,1.0,201,0.019551313527519036,5.66988092298052,201
little,888,3.0,5.66988092298052,1.0,1.0,106,0.019551313527519036,5.66988092298052,106
number,1530,3.0,5.66988092298052,1.0,1.0,214,0.019551313527519036,5.66988092298052,214
hard,299,3.0,5.66988092298052,1.0,1.0,28,0.019551313527519036,5.66988092298052,28
korea,717,3.0,5.66988092298052,1.0,1.0,84,0.019551313527519036,5.66988092298052,84
voted,1917,3.0,5.66988092298052,1.0,1.0,305,0.019551313527519036,5.66988092298052,305
treated,2685,3.0,5.66988092298052,1.0,1.0,474,0.019551313527519036,5.66988092298052,474
radical,1089,3.0,5.66988092298052,1.0,1.0,135,0.019551313527519036,5.66988092298052,135
group,230,3.0,5.66988092298052,1.0,1.0,20,0.019551313527519036,5.66988092298052,20
wonderful,1122,3.0,5.66988092298052,1.0,1.0,140,0.019551313527519036,5.66988092298052,140
bit,1175,3.0,5.66988092298052,1.0,1.0,152,0.019551313527519036,5.66988092298052,152
public,1125,3.0,5.66988092298052,1.0,1.0,141,0.019551313527519036,5.66988092298052,141
hey,878,3.0,5.66988092298052,1.0,1.0,105,0.019551313527519036,5.66988092298052,105
blm,186,3.0,5.66988092298052,1.0,1.0,16,0.019551313527519036,5.66988092298052,16
monday,2893,3.0,5.66988092298052,1.0,1.0,530,0.019551313527519036,5.66988092298052,530
15,216,3.0,5.66988092298052,1.0,1.0,19,0.019551313527519036,5.66988092298052,19
through,215,3.0,5.66988092298052,1.0,1.0,18,0.019551313527519036,5.66988092298052,18
picture,1165,3.0,5.66988092298052,1.0,1.0,149,0.019551313527519036,5.66988092298052,149
chief,2905,3.0,5.66988092298052,1.0,1.0,535,0.019551313527519036,5.66988092298052,535
art,1490,3.0,5.66988092298052,1.0,1.0,209,0.019551313527519036,5.66988092298052,209
based,1654,3.0,5.66988092298052,1.0,1.0,241,0.019551313527519036,5.66988092298052,241
wow,338,3.0,5.66988092298052,1.0,1.0,32,0.019551313527519036,5.66988092298052,32
stupid,1651,3.0,5.66988092298052,1.0,1.0,240,0.019551313527519036,5.66988092298052,240
wtf,1132,3.0,5.66988092298052,1.0,1.0,142,0.019551313527519036,5.66988092298052,142
biggest,796,3.0,5.66988092298052,1.0,1.0,94,0.019551313527519036,5.66988092298052,94
issues,2913,3.0,5.66988092298052,1.0,1.0,537,0.019551313527519036,5.66988092298052,537
american,2947,3.0,5.66988092298052,1.0,1.0,549,0.019551313527519036,5.66988092298052,549
nfl,198,3.0,5.66988092298052,1.0,1.0,17,0.019551313527519036,5.66988092298052,17
joins,196,3.0,5.66988092298052,1.0,1.0,17,0.019551313527519036,5.66988092298052,17
might,2964,3.0,5.66988092298052,1.0,1.0,553,0.019551313527519036,5.66988092298052,553
driving,1499,3.0,5.66988092298052,1.0,1.0,210,0.019551313527519036,5.66988092298052,210
senior,2994,3.0,5.66988092298052,1.0,1.0,562,0.019551313527519036,5.66988092298052,562
created,809,3.0,5.66988092298052,1.0,1.0,96,0.019551313527519036,5.66988092298052,96
lie,903,3.0,5.66988092298052,1.0,1.0,108,0.019551313527519036,5.66988092298052,108
job,3002,3.0,5.66988092298052,1.0,1.0,565,0.019551313527519036,5.66988092298052,565
trailer,1653,3.0,5.66988092298052,1.0,1.0,240,0.019551313527519036,5.66988092298052,240
democracy,2707,3.0,5.66988092298052,1.0,1.0,481,0.019551313527519036,5.66988092298052,481
definitely,934,3.0,5.66988092298052,1.0,1.0,113,0.019551313527519036,5.66988092298052,113
without,2718,3.0,5.66988092298052,1.0,1.0,484,0.019551313527519036,5.66988092298052,484
candidate,279,3.0,5.66988092298052,1.0,1.0,25,0.019551313527519036,5.66988092298052,25
shopping,738,3.0,5.66988092298052,1.0,1.0,87,0.019551313527519036,5.66988092298052,87
turn,1790,3.0,5.66988092298052,1.0,1.0,274,0.019551313527519036,5.66988092298052,274
piece,1197,3.0,5.66988092298052,1.0,1.0,155,0.019551313527519036,5.66988092298052,155
russian,931,3.0,5.66988092298052,1.0,1.0,112,0.019551313527519036,5.66988092298052,112
francis,64,3.0,5.66988092298052,1.0,1.0,5,0.019551313527519036,5.66988092298052,5
together,746,3.0,5.66988092298052,1.0,1.0,88,0.019551313527519036,5.66988092298052,88
fashion,750,3.0,5.66988092298052,1.0,1.0,89,0.019551313527519036,5.66988092298052,89
children,2773,3.0,5.66988092298052,1.0,1.0,498,0.019551313527519036,5.66988092298052,498
killed,2775,3.0,5.66988092298052,1.0,1.0,498,0.019551313527519036,5.66988092298052,498
leadership,231,3.0,5.66988092298052,1.0,1.0,20,0.019551313527519036,5.66988092298052,20
kinda,1531,3.0,5.66988092298052,1.0,1.0,215,0.019551313527519036,5.66988092298052,215
put,1751,3.0,5.66988092298052,1.0,1.0,262,0.019551313527519036,5.66988092298052,262
fight,253,3.0,5.66988092298052,1.0,1.0,22,0.019551313527519036,5.66988092298052,22
thinking,250,3.0,5.66988092298052,1.0,1.0,21,0.019551313527519036,5.66988092298052,21
winners,1743,3.0,5.66988092298052,1.0,1.0,260,0.019551313527519036,5.66988092298052,260
run,246,3.0,5.66988092298052,1.0,1.0,21,0.019551313527519036,5.66988092298052,21
trying,15,3.0,5.66988092298052,1.0,1.0,0,0.019551313527519036,5.66988092298052,0
bills,1476,3.0,5.66988092298052,1.0,1.0,205,0.019551313527519036,5.66988092298052,205
enjoy,768,3.0,5.66988092298052,1.0,1.0,91,0.019551313527519036,5.66988092298052,91
notmypresident,180,3.0,5.66988092298052,1.0,1.0,15,0.019551313527519036,5.66988092298052,15
reject,181,3.0,5.66988092298052,1.0,1.0,15,0.019551313527519036,5.66988092298052,15
fantastic,2802,3.0,5.66988092298052,1.0,1.0,506,0.019551313527519036,5.66988092298052,506
moving,1186,3.0,5.66988092298052,1.0,1.0,153,0.019551313527519036,5.66988092298052,153
label,2823,3.0,5.66988092298052,1.0,1.0,511,0.019551313527519036,5.66988092298052,511
inside,927,3.0,5.66988092298052,1.0,1.0,112,0.019551313527519036,5.66988092298052,112
gave,479,3.0,5.66988092298052,1.0,1.0,52,0.019551313527519036,5.66988092298052,52
upton,2301,3.0,5.66988092298052,1.0,1.0,385,0.019551313527519036,5.66988092298052,385
altrightists,474,3.0,5.66988092298052,1.0,1.0,51,0.019551313527519036,5.66988092298052,51
jew,2305,3.0,5.66988092298052,1.0,1.0,387,0.019551313527519036,5.66988092298052,387
fidelcastro,3266,3.0,5.66988092298052,1.0,1.0,642,0.019551313527519036,5.66988092298052,642
fun,463,3.0,5.66988092298052,1.0,1.0,50,0.019551313527519036,5.66988092298052,50
list,1030,3.0,5.66988092298052,1.0,1.0,126,0.019551313527519036,5.66988092298052,126
name,2346,3.0,5.66988092298052,1.0,1.0,396,0.019551313527519036,5.66988092298052,396
walk,459,3.0,5.66988092298052,1.0,1.0,49,0.019551313527519036,5.66988092298052,49
ridiculous,1387,3.0,5.66988092298052,1.0,1.0,189,0.019551313527519036,5.66988092298052,189
join,453,3.0,5.66988092298052,1.0,1.0,49,0.019551313527519036,5.66988092298052,49
tv,587,3.0,5.66988092298052,1.0,1.0,66,0.019551313527519036,5.66988092298052,66
whole,2353,3.0,5.66988092298052,1.0,1.0,397,0.019551313527519036,5.66988092298052,397
veganism,1509,3.0,5.66988092298052,1.0,1.0,211,0.019551313527519036,5.66988092298052,211
kirk,1292,3.0,5.66988092298052,1.0,1.0,172,0.019551313527519036,5.66988092298052,172
jesus,440,3.0,5.66988092298052,1.0,1.0,47,0.019551313527519036,5.66988092298052,47
line,128,3.0,5.66988092298052,1.0,1.0,10,0.019551313527519036,5.66988092298052,10
lets,2066,3.0,5.66988092298052,1.0,1.0,334,0.019551313527519036,5.66988092298052,334
under,2397,3.0,5.66988092298052,1.0,1.0,408,0.019551313527519036,5.66988092298052,408
numbers,603,3.0,5.66988092298052,1.0,1.0,69,0.019551313527519036,5.66988092298052,69
wish,2406,3.0,5.66988092298052,1.0,1.0,410,0.019551313527519036,5.66988092298052,410
states,605,3.0,5.66988092298052,1.0,1.0,69,0.019551313527519036,5.66988092298052,69
asking,429,3.0,5.66988092298052,1.0,1.0,45,0.019551313527519036,5.66988092298052,45
yemen,1398,3.0,5.66988092298052,1.0,1.0,190,0.019551313527519036,5.66988092298052,190
favorite,2408,3.0,5.66988092298052,1.0,1.0,411,0.019551313527519036,5.66988092298052,411
red,130,3.0,5.66988092298052,1.0,1.0,10,0.019551313527519036,5.66988092298052,10
taken,1276,3.0,5.66988092298052,1.0,1.0,168,0.019551313527519036,5.66988092298052,168
happiness,421,3.0,5.66988092298052,1.0,1.0,44,0.019551313527519036,5.66988092298052,44
retweeted,2091,3.0,5.66988092298052,1.0,1.0,340,0.019551313527519036,5.66988092298052,340
neighbors,519,3.0,5.66988092298052,1.0,1.0,58,0.019551313527519036,5.66988092298052,58
touch,515,3.0,5.66988092298052,1.0,1.0,57,0.019551313527519036,5.66988092298052,57
sale,1004,3.0,5.66988092298052,1.0,1.0,122,0.019551313527519036,5.66988092298052,122
ronaldo,2232,3.0,5.66988092298052,1.0,1.0,370,0.019551313527519036,5.66988092298052,370
prevent,1343,3.0,5.66988092298052,1.0,1.0,181,0.019551313527519036,5.66988092298052,181
t,1517,3.0,5.66988092298052,1.0,1.0,212,0.019551313527519036,5.66988092298052,212
holiday,3451,3.0,5.66988092298052,1.0,1.0,697,0.019551313527519036,5.66988092298052,697
bring,101,3.0,5.66988092298052,1.0,1.0,8,0.019551313527519036,5.66988092298052,8
oil,1016,3.0,5.66988092298052,1.0,1.0,124,0.019551313527519036,5.66988092298052,124
memory,2191,3.0,5.66988092298052,1.0,1.0,361,0.019551313527519036,5.66988092298052,361
hatchimal,1002,3.0,5.66988092298052,1.0,1.0,122,0.019551313527519036,5.66988092298052,122
rich,1362,3.0,5.66988092298052,1.0,1.0,185,0.019551313527519036,5.66988092298052,185
appointment,1364,3.0,5.66988092298052,1.0,1.0,186,0.019551313527519036,5.66988092298052,186
opens,1315,3.0,5.66988092298052,1.0,1.0,175,0.019551313527519036,5.66988092298052,175
enemies,1365,3.0,5.66988092298052,1.0,1.0,186,0.019551313527519036,5.66988092298052,186
fact,546,3.0,5.66988092298052,1.0,1.0,61,0.019551313527519036,5.66988092298052,61
went,2175,3.0,5.66988092298052,1.0,1.0,358,0.019551313527519036,5.66988092298052,358
online,550,3.0,5.66988092298052,1.0,1.0,61,0.019551313527519036,5.66988092298052,61
books,499,3.0,5.66988092298052,1.0,1.0,55,0.019551313527519036,5.66988092298052,55
taylor,498,3.0,5.66988092298052,1.0,1.0,54,0.019551313527519036,5.66988092298052,54
community,2169,3.0,5.66988092298052,1.0,1.0,358,0.019551313527519036,5.66988092298052,358
shit,496,3.0,5.66988092298052,1.0,1.0,54,0.019551313527519036,5.66988092298052,54
medicaid,2255,3.0,5.66988092298052,1.0,1.0,375,0.019551313527519036,5.66988092298052,375
clinton,2257,3.0,5.66988092298052,1.0,1.0,376,0.019551313527519036,5.66988092298052,376
excited,1019,3.0,5.66988092298052,1.0,1.0,125,0.019551313527519036,5.66988092298052,125
show,1575,3.0,5.66988092298052,1.0,1.0,226,0.019551313527519036,5.66988092298052,226
rise,29,3.0,5.66988092298052,1.0,1.0,1,0.019551313527519036,5.66988092298052,1
registration,2286,3.0,5.66988092298052,1.0,1.0,382,0.019551313527519036,5.66988092298052,382
let,2179,3.0,5.66988092298052,1.0,1.0,359,0.019551313527519036,5.66988092298052,359
horrible,383,3.0,5.66988092298052,1.0,1.0,39,0.019551313527519036,5.66988092298052,39
joke,670,3.0,5.66988092298052,1.0,1.0,78,0.019551313527519036,5.66988092298052,78
happened,2575,3.0,5.66988092298052,1.0,1.0,450,0.019551313527519036,5.66988092298052,450
killing,1423,3.0,5.66988092298052,1.0,1.0,195,0.019551313527519036,5.66988092298052,195
hear,1567,3.0,5.66988092298052,1.0,1.0,225,0.019551313527519036,5.66988092298052,225
selling,1944,3.0,5.66988092298052,1.0,1.0,312,0.019551313527519036,5.66988092298052,312
pick,862,3.0,5.66988092298052,1.0,1.0,103,0.019551313527519036,5.66988092298052,103
continue,1077,3.0,5.66988092298052,1.0,1.0,134,0.019551313527519036,5.66988092298052,134
international,1948,3.0,5.66988092298052,1.0,1.0,313,0.019551313527519036,5.66988092298052,313
during,351,3.0,5.66988092298052,1.0,1.0,34,0.019551313527519036,5.66988092298052,34
killer,1068,3.0,5.66988092298052,1.0,1.0,133,0.019551313527519036,5.66988092298052,133
heres,2551,3.0,5.66988092298052,1.0,1.0,446,0.019551313527519036,5.66988092298052,446
anywhere,1992,3.0,5.66988092298052,1.0,1.0,321,0.019551313527519036,5.66988092298052,321
arent,370,3.0,5.66988092298052,1.0,1.0,38,0.019551313527519036,5.66988092298052,38
power,86,3.0,5.66988092298052,1.0,1.0,6,0.019551313527519036,5.66988092298052,6
once,1987,3.0,5.66988092298052,1.0,1.0,319,0.019551313527519036,5.66988092298052,319
bless,1980,3.0,5.66988092298052,1.0,1.0,317,0.019551313527519036,5.66988092298052,317
pictures,354,3.0,5.66988092298052,1.0,1.0,34,0.019551313527519036,5.66988092298052,34
b,1074,3.0,5.66988092298052,1.0,1.0,134,0.019551313527519036,5.66988092298052,134
card,1235,3.0,5.66988092298052,1.0,1.0,161,0.019551313527519036,5.66988092298052,161
interview,356,3.0,5.66988092298052,1.0,1.0,35,0.019551313527519036,5.66988092298052,35
high,375,3.0,5.66988092298052,1.0,1.0,38,0.019551313527519036,5.66988092298052,38
arms,2590,3.0,5.66988092298052,1.0,1.0,454,0.019551313527519036,5.66988092298052,454
two,133,3.0,5.66988092298052,1.0,1.0,10,0.019551313527519036,5.66988092298052,10
dumb,1351,3.0,5.66988092298052,1.0,1.0,183,0.019551313527519036,5.66988092298052,183
20,1260,3.0,5.66988092298052,1.0,1.0,165,0.019551313527519036,5.66988092298052,165
calling,828,3.0,5.66988092298052,1.0,1.0,98,0.019551313527519036,5.66988092298052,98
army,674,3.0,5.66988092298052,1.0,1.0,79,0.019551313527519036,5.66988092298052,79
bc,617,3.0,5.66988092298052,1.0,1.0,72,0.019551313527519036,5.66988092298052,72
protests,1523,3.0,5.66988092298052,1.0,1.0,213,0.019551313527519036,5.66988092298052,213
politics,27,3.0,5.66988092298052,1.0,1.0,1,0.019551313527519036,5.66988092298052,1
racist,2449,3.0,5.66988092298052,1.0,1.0,426,0.019551313527519036,5.66988092298052,426
long,622,3.0,5.66988092298052,1.0,1.0,72,0.019551313527519036,5.66988092298052,72
fucking,381,3.0,5.66988092298052,1.0,1.0,39,0.019551313527519036,5.66988092298052,39
price,2003,3.0,5.66988092298052,1.0,1.0,322,0.019551313527519036,5.66988092298052,322
1st,859,3.0,5.66988092298052,1.0,1.0,103,0.019551313527519036,5.66988092298052,103
china,1941,3.0,5.66988092298052,1.0,1.0,312,0.019551313527519036,5.66988092298052,312
crying,78,3.0,5.66988092298052,1.0,1.0,6,0.019551313527519036,5.66988092298052,6
throw,1061,3.0,5.66988092298052,1.0,1.0,131,0.019551313527519036,5.66988092298052,131
trip,3226,3.0,5.66988092298052,1.0,1.0,625,0.019551313527519036,5.66988092298052,625
dak,857,3.0,5.66988092298052,1.0,1.0,102,0.019551313527519036,5.66988092298052,102
auditthevote,1594,3.0,5.66988092298052,1.0,1.0,230,0.019551313527519036,5.66988092298052,230
elect,3138,3.0,5.66988092298052,1.0,1.0,600,0.019551313527519036,5.66988092298052,600
ryuji,3608,1.0,6.76849321164863,2.0,2.0,746,0.01555975450953708,13.53698642329726,746
makeup,3713,1.0,6.76849321164863,2.0,2.0,779,0.01555975450953708,13.53698642329726,779
nataf,2173,1.0,6.76849321164863,2.0,2.0,358,0.01555975450953708,13.53698642329726,358
mooreder,538,1.0,6.76849321164863,2.0,2.0,60,0.01555975450953708,13.53698642329726,60
dnt,3455,1.0,6.76849321164863,2.0,2.0,698,0.01555975450953708,13.53698642329726,698
guilty,3111,1.0,6.76849321164863,2.0,2.0,592,0.01555975450953708,13.53698642329726,592
s6,108,1.0,6.76849321164863,2.0,2.0,8,0.01555975450953708,13.53698642329726,8
speakupae,3447,1.0,6.76849321164863,2.0,2.0,695,0.01555975450953708,13.53698642329726,695
taiwan,3574,1.0,6.76849321164863,2.0,2.0,736,0.01555975450953708,13.53698642329726,736
wks,971,1.0,6.76849321164863,2.0,2.0,117,0.01555975450953708,13.53698642329726,117
dun,742,1.0,6.76849321164863,2.0,2.0,88,0.01555975450953708,13.53698642329726,88
non,3561,1.0,6.76849321164863,2.0,2.0,729,0.01555975450953708,13.53698642329726,729
lay,2758,1.0,6.76849321164863,2.0,2.0,494,0.01555975450953708,13.53698642329726,494
blocked,41,1.0,6.76849321164863,2.0,2.0,3,0.01555975450953708,13.53698642329726,3
sack,858,1.0,6.76849321164863,2.0,2.0,102,0.01555975450953708,13.53698642329726,102
impediment,3189,1.0,6.76849321164863,2.0,2.0,616,0.01555975450953708,13.53698642329726,616
aipac,1112,1.0,6.76849321164863,2.0,2.0,139,0.01555975450953708,13.53698642329726,139
kkk,3544,1.0,6.76849321164863,2.0,2.0,726,0.01555975450953708,13.53698642329726,726
software,3981,1.0,6.76849321164863,2.0,2.0,856,0.01555975450953708,13.53698642329726,856
imura,2328,1.0,6.76849321164863,2.0,2.0,392,0.01555975450953708,13.53698642329726,392
meters,377,1.0,6.76849321164863,2.0,2.0,38,0.01555975450953708,13.53698642329726,38
p85,1851,1.0,6.76849321164863,2.0,2.0,292,0.01555975450953708,13.53698642329726,292
josh,1029,1.0,6.76849321164863,2.0,2.0,126,0.01555975450953708,13.53698642329726,126
itd,642,1.0,6.76849321164863,2.0,2.0,74,0.01555975450953708,13.53698642329726,74
neonazi,2543,1.0,6.76849321164863,2.0,2.0,444,0.01555975450953708,13.53698642329726,444
clue,563,1.0,6.76849321164863,2.0,2.0,63,0.01555975450953708,13.53698642329726,63
uncrc,2267,1.0,6.76849321164863,2.0,2.0,377,0.01555975450953708,13.53698642329726,377
sex,3072,1.0,6.76849321164863,2.0,2.0,583,0.01555975450953708,13.53698642329726,583
cannabis,1972,1.0,6.76849321164863,2.0,2.0,316,0.01555975450953708,13.53698642329726,316
national,1529,2.0,6.075346031088684,1.0,1.0,214,0.0139663127151464,6.075346031088684,214
castro,1513,2.0,6.075346031088684,1.0,1.0,212,0.0139663127151464,6.075346031088684,212
feeling,1506,2.0,6.075346031088684,1.0,1.0,211,0.0139663127151464,6.075346031088684,211
wikileaks,1525,2.0,6.075346031088684,1.0,1.0,213,0.0139663127151464,6.075346031088684,213
italy,1534,2.0,6.075346031088684,1.0,1.0,216,0.0139663127151464,6.075346031088684,216
rates,1229,2.0,6.075346031088684,1.0,1.0,160,0.0139663127151464,6.075346031088684,160
leader,3923,2.0,6.075346031088684,1.0,1.0,840,0.0139663127151464,6.075346031088684,840
science,1230,2.0,6.075346031088684,1.0,1.0,160,0.0139663127151464,6.075346031088684,160
association,3890,2.0,6.075346031088684,1.0,1.0,832,0.0139663127151464,6.075346031088684,832
san,1242,2.0,6.075346031088684,1.0,1.0,161,0.0139663127151464,6.075346031088684,161
cut,1247,2.0,6.075346031088684,1.0,1.0,162,0.0139663127151464,6.075346031088684,162
grateful,1249,2.0,6.075346031088684,1.0,1.0,162,0.0139663127151464,6.075346031088684,162
photos,1361,2.0,6.075346031088684,1.0,1.0,185,0.0139663127151464,6.075346031088684,185
redmayne,1258,2.0,6.075346031088684,1.0,1.0,164,0.0139663127151464,6.075346031088684,164
responds,1262,2.0,6.075346031088684,1.0,1.0,165,0.0139663127151464,6.075346031088684,165
morning,1281,2.0,6.075346031088684,1.0,1.0,170,0.0139663127151464,6.075346031088684,170
velvet,3887,2.0,6.075346031088684,1.0,1.0,830,0.0139663127151464,6.075346031088684,830
outfit,3886,2.0,6.075346031088684,1.0,1.0,830,0.0139663127151464,6.075346031088684,830
grahams,3885,2.0,6.075346031088684,1.0,1.0,830,0.0139663127151464,6.075346031088684,830
michel,1293,2.0,6.075346031088684,1.0,1.0,172,0.0139663127151464,6.075346031088684,172
knows,1305,2.0,6.075346031088684,1.0,1.0,174,0.0139663127151464,6.075346031088684,174
eddie,1257,2.0,6.075346031088684,1.0,1.0,164,0.0139663127151464,6.075346031088684,164
justice,1145,2.0,6.075346031088684,1.0,1.0,144,0.0139663127151464,6.075346031088684,144
blessings,1155,2.0,6.075346031088684,1.0,1.0,146,0.0139663127151464,6.075346031088684,146
shalom,1157,2.0,6.075346031088684,1.0,1.0,146,0.0139663127151464,6.075346031088684,146
radio,1163,2.0,6.075346031088684,1.0,1.0,148,0.0139663127151464,6.075346031088684,148
sick,1168,2.0,6.075346031088684,1.0,1.0,150,0.0139663127151464,6.075346031088684,150
wake,1170,2.0,6.075346031088684,1.0,1.0,150,0.0139663127151464,6.075346031088684,150
acting,1171,2.0,6.075346031088684,1.0,1.0,151,0.0139663127151464,6.075346031088684,151
g,1177,2.0,6.075346031088684,1.0,1.0,152,0.0139663127151464,6.075346031088684,152
participation,1228,2.0,6.075346031088684,1.0,1.0,160,0.0139663127151464,6.075346031088684,160
saakashvilis,1190,2.0,6.075346031088684,1.0,1.0,154,0.0139663127151464,6.075346031088684,154
ukrainian,1192,2.0,6.075346031088684,1.0,1.0,154,0.0139663127151464,6.075346031088684,154
later,1200,2.0,6.075346031088684,1.0,1.0,156,0.0139663127151464,6.075346031088684,156
presidency,1203,2.0,6.075346031088684,1.0,1.0,156,0.0139663127151464,6.075346031088684,156
fellow,1216,2.0,6.075346031088684,1.0,1.0,158,0.0139663127151464,6.075346031088684,158
playing,3932,2.0,6.075346031088684,1.0,1.0,842,0.0139663127151464,6.075346031088684,842
putting,1222,2.0,6.075346031088684,1.0,1.0,159,0.0139663127151464,6.075346031088684,159
achieve,1223,2.0,6.075346031088684,1.0,1.0,160,0.0139663127151464,6.075346031088684,160
january,1184,2.0,6.075346031088684,1.0,1.0,153,0.0139663127151464,6.075346031088684,153
rogen,1429,2.0,6.075346031088684,1.0,1.0,196,0.0139663127151464,6.075346031088684,196
univ,3721,2.0,6.075346031088684,1.0,1.0,780,0.0139663127151464,6.075346031088684,780
seth,1430,2.0,6.075346031088684,1.0,1.0,196,0.0139663127151464,6.075346031088684,196
casey,1435,2.0,6.075346031088684,1.0,1.0,198,0.0139663127151464,6.075346031088684,198
living,1438,2.0,6.075346031088684,1.0,1.0,198,0.0139663127151464,6.075346031088684,198
worth,1439,2.0,6.075346031088684,1.0,1.0,198,0.0139663127151464,6.075346031088684,198
skin,1443,2.0,6.075346031088684,1.0,1.0,199,0.0139663127151464,6.075346031088684,199
o,1307,2.0,6.075346031088684,1.0,1.0,174,0.0139663127151464,6.075346031088684,174
cards,3700,2.0,6.075346031088684,1.0,1.0,773,0.0139663127151464,6.075346031088684,773
associated,1458,2.0,6.075346031088684,1.0,1.0,202,0.0139663127151464,6.075346031088684,202
huge,1460,2.0,6.075346031088684,1.0,1.0,202,0.0139663127151464,6.075346031088684,202
pres,1461,2.0,6.075346031088684,1.0,1.0,202,0.0139663127151464,6.075346031088684,202
yrs,1463,2.0,6.075346031088684,1.0,1.0,202,0.0139663127151464,6.075346031088684,202
fake,1469,2.0,6.075346031088684,1.0,1.0,204,0.0139663127151464,6.075346031088684,204
kansas,1492,2.0,6.075346031088684,1.0,1.0,209,0.0139663127151464,6.075346031088684,209
check,1498,2.0,6.075346031088684,1.0,1.0,210,0.0139663127151464,6.075346031088684,210
massive,1455,2.0,6.075346031088684,1.0,1.0,201,0.0139663127151464,6.075346031088684,201
miamibookfair2016,1314,2.0,6.075346031088684,1.0,1.0,175,0.0139663127151464,6.075346031088684,175
peoples,1317,2.0,6.075346031088684,1.0,1.0,175,0.0139663127151464,6.075346031088684,175
die,3787,2.0,6.075346031088684,1.0,1.0,804,0.0139663127151464,6.075346031088684,804
failure,1335,2.0,6.075346031088684,1.0,1.0,180,0.0139663127151464,6.075346031088684,180
major,1336,2.0,6.075346031088684,1.0,1.0,180,0.0139663127151464,6.075346031088684,180
growing,3782,2.0,6.075346031088684,1.0,1.0,803,0.0139663127151464,6.075346031088684,803
unitednations,1373,2.0,6.075346031088684,1.0,1.0,186,0.0139663127151464,6.075346031088684,186
giving,1380,2.0,6.075346031088684,1.0,1.0,188,0.0139663127151464,6.075346031088684,188
official,1428,2.0,6.075346031088684,1.0,1.0,196,0.0139663127151464,6.075346031088684,196
spent,1388,2.0,6.075346031088684,1.0,1.0,189,0.0139663127151464,6.075346031088684,189
annoying,3771,2.0,6.075346031088684,1.0,1.0,798,0.0139663127151464,6.075346031088684,798
youtube,1390,2.0,6.075346031088684,1.0,1.0,189,0.0139663127151464,6.075346031088684,189
saudi,1395,2.0,6.075346031088684,1.0,1.0,190,0.0139663127151464,6.075346031088684,190
scherzer,1404,2.0,6.075346031088684,1.0,1.0,191,0.0139663127151464,6.075346031088684,191
internet,1407,2.0,6.075346031088684,1.0,1.0,192,0.0139663127151464,6.075346031088684,192
supernatural,1417,2.0,6.075346031088684,1.0,1.0,194,0.0139663127151464,6.075346031088684,194
kept,1422,2.0,6.075346031088684,1.0,1.0,195,0.0139663127151464,6.075346031088684,195
hours,1386,2.0,6.075346031088684,1.0,1.0,189,0.0139663127151464,6.075346031088684,189
supremacist,2409,2.0,6.075346031088684,1.0,1.0,411,0.0139663127151464,6.075346031088684,411
kill,3233,2.0,6.075346031088684,1.0,1.0,627,0.0139663127151464,6.075346031088684,627
feast,2418,2.0,6.075346031088684,1.0,1.0,416,0.0139663127151464,6.075346031088684,416
st,2420,2.0,6.075346031088684,1.0,1.0,416,0.0139663127151464,6.075346031088684,416
2008,2422,2.0,6.075346031088684,1.0,1.0,417,0.0139663127151464,6.075346031088684,417
three,2424,2.0,6.075346031088684,1.0,1.0,417,0.0139663127151464,6.075346031088684,417
railroad,2427,2.0,6.075346031088684,1.0,1.0,418,0.0139663127151464,6.075346031088684,418
brought,3230,2.0,6.075346031088684,1.0,1.0,627,0.0139663127151464,6.075346031088684,627
underground,2428,2.0,6.075346031088684,1.0,1.0,418,0.0139663127151464,6.075346031088684,418
12,2429,2.0,6.075346031088684,1.0,1.0,419,0.0139663127151464,6.075346031088684,419
months,2431,2.0,6.075346031088684,1.0,1.0,419,0.0139663127151464,6.075346031088684,419
success,2465,2.0,6.075346031088684,1.0,1.0,431,0.0139663127151464,6.075346031088684,431
small,2468,2.0,6.075346031088684,1.0,1.0,432,0.0139663127151464,6.075346031088684,432
cute,2478,2.0,6.075346031088684,1.0,1.0,434,0.0139663127151464,6.075346031088684,434
resist,2481,2.0,6.075346031088684,1.0,1.0,434,0.0139663127151464,6.075346031088684,434
ukraine,1945,2.0,6.075346031088684,1.0,1.0,312,0.0139663127151464,6.075346031088684,312
reroute,2486,2.0,6.075346031088684,1.0,1.0,435,0.0139663127151464,6.075346031088684,435
safe,2487,2.0,6.075346031088684,1.0,1.0,435,0.0139663127151464,6.075346031088684,435
buy,2489,2.0,6.075346031088684,1.0,1.0,436,0.0139663127151464,6.075346031088684,436
